TAZID,ALLEMP_Max,ALLEMP_Min,AVGINCOME_Max,AVGINCOME_Min,Enrol_Elem_Max,Enrol_Elem_Min,Enrol_High_Max,Enrol_High_Min,Enrol_Midl_Max,Enrol_Midl_Min,FM_AGRI_Max,FM_AGRI_Min,FM_CONS_Max,FM_CONS_Min,FM_MING_Max,FM_MING_Min,FOOD_Max,FOOD_Min,GVED_Max,GVED_Min,HBJ_Max,HBJ_Min,HHPOP_Max,HHPOP_Min,HHSIZE_Max,HHSIZE_Min,HLTH_Max,HLTH_Min,INDEMP_Max,INDEMP_Min,MANU_Max,MANU_Min,OFFI_Max,OFFI_Min,OTHEMP_Max,OTHEMP_Min,OTHR_Max,OTHR_Min,RETEMP_Max,RETEMP_Min,RETL_Max,RETL_Min,TOTEMP_Max,TOTEMP_Min,TOTEMP_Range,TOTHH_Max,TOTHH_Min,TOTHH_Range,WSLE_Max,WSLE_Min,CO_TAZID,CO_FIPS,CO_NAME
1071,4550.634703,1363.023115,42543,42543,0,0,0,0,0,0,0,0,229.6385421,105.0264496,0,0,965,212,4,0,24.99616068,18.99666535,629.3014815,416.4187951,1.840062811,1.553801474,229,52,3,0,2,0,2597,626,3316,1026,486,348,977,213,12,1,4296,1239,3057,342,268,74,1,0,350166,35,SALT LAKE
2178,4984.04766,1774.577364,96281,96281,0,0,542,542,0,0,0,0,340.5386373,190.0737194,6.485054863,6.485054863,676,44,166,113,91.02396734,77.01858965,3420.057871,2892.731781,2.714331644,2.718732876,11,1,514,227,229,112,865,169,2509,1121,1467,838,1523,153,847,109,4546,1501,3045,1260,1064,196,285,115,351273,35,SALT LAKE
1158,3824.227977,670.076133,46301,46301,0,0,0,0,0,0,0,0,226.2451749,81.06507112,0,0,171,46,16,4,55.98280249,42.01106185,1962.88277,1464.089657,2.559169191,2.524292512,362,26,17,2,3,0,1365,171,2496,320,753,119,1029,225,858,179,3542,547,2995,767,580,187,14,2,350253,35,SALT LAKE
1095,4286.498172,1138.164566,56384,56384,0,0,0,0,0,0,0,0,234.5044683,89.1686024,0,0,169,30,45,45,40.99370352,22.99596332,1316.457534,663.0380649,2.355022422,2.098221724,1127,81,2,0,1,0,1058,280,3744,928,1514,522,265,98,96,68,4011,1026,2985,559,316,243,1,0,350190,35,SALT LAKE
929,3516.979893,311.4241322,76192,76192,0,0,0,0,0,0,43.21473159,1.004993758,280.7118069,157.4661245,0,0,12,0,140,0,221.0533547,152.953014,7722.679818,5326.729455,2.530366913,2.522125689,0,0,1,0,1,0,9,0,500,0,351,0,2471,0,2459,0,2972,0,2972,3052,2112,940,0,0,350024,35,SALT LAKE
1130,3362.715891,299.985606,50921,50921,0,0,0,0,0,0,0,0,182.7056194,42.99328348,0,0,1130,160,0,0,39.01027172,24.99232254,1388.734808,801.874609,2.605506206,2.365411826,330,1,1,0,0,0,1366,8,2002,71,306,62,1138,161,8,1,3141,232,2909,533,339,194,1,0,350225,35,SALT LAKE
1054,5385.100048,2350.763044,45129,45129,0,0,0,0,0,0,0,0,282.1000484,123.7630435,0,0,108,0,1086,221,0,0,0,0,0,0,4,0,2779,2006,174,4,269,0,2213,221,854,0,111,0,3,0,5103,2227,2876,0,0,0,2605,2002,350149,35,SALT LAKE
674,3448.981938,470.3307656,97584,97584,0,0,0,0,1318,1318,1.000739098,0,223.9704922,104.3528716,0,0,292,42,489,22,45.01070664,30.97789399,2678.30407,1929.808063,2.531478327,2.66548075,918,25,13,3,10,2,439,21,2471,107,625,39,695,225,403,183,3179,335,2844,1058,724,334,3,1,110093,11,DAVIS
1432,3143.095748,225.8636826,67420,67420,0,0,0,0,0,0,0,0,94.96937606,3.737311042,162.1263715,162.1263715,4,0,189,10,0,0,0,0,0,0,3,0,455,34,453,34,92,0,1159,12,875,2,1272,14,1268,14,2886,60,2826,0,0,0,2,0,350527,35,SALT LAKE
2111,4941.875501,2060.708104,90059,90059,1228,1228,188,188,526,526,5.03125,5.024968789,223.8442512,141.683135,0,0,26,8,189,129,0,0,0,0,0,0,7,0,1547,944,1186,798,1014,53,2503,910,1293,728,663,60,637,52,4713,1914,2799,0,0,0,361,146,351206,35,SALT LAKE
2503,3236.368323,361.6561201,70166,70166,0,0,0,0,0,0,3.019474498,3.001843884,148.3488485,70.65427625,0,0,77,12,148,54,0,0,0,0,0,0,1249,40,53,4,2,0,192,117,2328,253,739,42,704,31,627,19,3085,288,2797,0,0,0,51,4,490287,49,UTAH
3415,3659.451982,792.4048379,120577,120577,0,0,0,0,0,0,2.009876543,1.000922226,191.4184204,106.4031296,0,0,266,9,303,145,26.0236853,19.00078607,1315.357951,915.3329285,3.058971979,2.915073021,262,23,411,11,332,11,351,66,1887,482,971,248,1142,173,876,164,3440,666,2774,430,314,116,79,0,491199,49,UTAH
1075,4320.603117,1369.974731,42543,42543,0,0,0,0,0,0,0,0,287.6046968,105.975652,0,0,1884,492,2,0,8.998420429,5.999078563,254.670144,191.4043593,2.104711934,2.225632085,118,15,79,50,15,0,1603,529,2058,716,335,172,1887,492,3,0,4024,1258,2766,121,86,35,64,50,350170,35,SALT LAKE
957,10153.76729,7263.078153,45129,45129,0,0,0,0,0,0,7.04375,7.034956305,623.7235355,470.0431967,0,0,30,1,3486,2839,0,0,0,0,0,0,17,0,2640,2073,2276,1771,1634,1072,6853,4712,1716,801,30,1,0,0,9523,6786,2737,0,0,0,364,302,350052,35,SALT LAKE
3467,3531.95022,772.0242369,52410,52410,0,0,0,0,0,0,4.025965997,4.002458513,123.9242541,72.02177838,0,0,377,4,519,334,0,0,4.68819754,0,4.68819754,0,617,28,166,2,94,2,536,107,2261,643,589,174,977,51,600,47,3404,696,2708,1,0,1,72,0,491251,49,UTAH
2316,3140.914782,251.8133884,66402,66402,0,0,0,0,0,0,3.002766677,2.001229256,253.9050614,72.8118282,0,0,709,17,580,112,14.00695364,8.000330975,698.4969097,423.8916994,3.132273138,3.071678981,837,9,31,0,13,0,117,18,1647,152,113,13,1192,17,483,0,2870,169,2701,223,138,85,18,0,490100,49,UTAH
1137,3716.216348,896.6802463,50921,50921,0,0,0,0,0,0,0,0,190.2226664,78.68423919,0,0,772,129,0,0,35.99368172,25.99600711,995.5496618,636.1128033,2.011211438,1.762085328,452,111,1,0,1,0,1096,240,2457,629,909,278,1032,163,260,34,3490,792,2698,495,361,134,0,0,350232,35,SALT LAKE
950,10303.61754,7385.338807,56502,56502,0,0,0,0,0,0,29.18125,28.13982522,659.4362911,432.1989819,0,0,0,0,4263,3351,0,0,0,0,0,0,2,0,4031,2959,1850,1138,93,7,5584,3966,1226,608,0,0,0,0,9615,6925,2690,0,0,0,2181,1821,350045,35,SALT LAKE
2630,2824.363174,9.240875175,72767,72767,0,0,0,0,0,0,0,0,134.3631739,1.240875175,0,0,41,0,371,0,0,0,4.212946344,0,2.106473172,0,24,4,258,2,246,0,279,0,1782,5,1108,1,650,1,609,1,2690,8,2682,2,0,2,12,2,490414,49,UTAH
2056,4620.329372,1845.162327,105293,105293,0,0,0,0,0,0,0,0,297.2951331,197.1806022,0,0,644,44,271,76,130.0342391,118.9817248,5105.138535,4576.237382,2.840922947,2.793795715,2561,1299,90,1,87,1,175,24,3255,1482,248,83,848,46,204,2,4193,1529,2664,1797,1638,159,3,0,351151,35,SALT LAKE
3005,5717.67363,2955.975703,37024,37024,0,0,0,0,0,0,0,0,289.6065603,214.9511199,0,0,309,79,91,53,90.06706964,66.02458304,4087.588442,2992.055761,2.761884082,2.745005285,1213,401,182,64,132,59,2954,1971,4809,2509,551,84,347,102,38,23,5338,2675,2663,1480,1090,390,50,5,490789,49,UTAH
536,3284.29956,535.9250653,34543,34543,0,0,0,0,0,0,3.022255193,2,114.267444,33.92506525,0,0,393,167,244,15,7.009861139,1,404.5825622,72.35073794,2.152034905,2.411691265,736,0,14,2,11,2,56,8,1751,79,715,56,1395,418,1002,251,3160,499,2661,188,30,158,3,0,570383,57,WEBER
1288,3422.330135,686.0849967,63303,63303,0,0,0,0,0,0,0,0,131.324714,51.08209961,0,0,367,164,12,0,19.0054213,12.00289709,652.2775597,425.0237805,2.528207596,2.673105538,396,61,0,0,0,0,868,74,2010,270,734,135,1262,353,895,189,3272,623,2649,258,159,99,0,0,350383,35,SALT LAKE
1331,7313.670165,4481.862647,42499,42499,0,0,197,197,0,0,2.0125,2.009987516,497.6321171,305.8818334,0,0,50,29,319,285,97.02554761,94.97082566,3279.743671,3121.299803,2.449397812,2.386314834,1219,955,348,252,175,128,1561,568,5667,3682,2568,1874,702,145,652,116,6717,4079,2638,1339,1308,31,173,124,350426,35,SALT LAKE
2972,6113.493399,3406.005811,27768,27768,0,0,0,0,0,0,0,0,284.4732852,226.9803033,0,0,890,404,93,29,54.0201134,28.02550725,2588.31057,1302.229441,2.898444087,2.788499873,2252,1421,10,3,8,3,1839,908,4771,2680,587,322,994,468,104,64,5775,3151,2624,893,467,426,2,0,490756,49,UTAH
2061,3008.074255,312.7397486,105293,105293,0,0,0,0,0,0,0,0,144.0552919,86.75725319,0,0,393,15,18,2,72.01896317,56.98249539,2580.864331,1951.539575,2.604303059,2.47030326,115,1,29,21,4,0,105,16,1130,118,892,99,1633,30,1240,15,2792,169,2623,991,790,201,25,21,351156,35,SALT LAKE
2314,3472.07023,777.8527348,66402,66402,0,0,0,0,0,0,4.025965997,4.002458513,178.0442638,95.85027632,0,0,896,117,705,203,0,0,0,0,0,0,767,225,95,6,51,1,464,11,2291,555,355,116,904,117,8,0,3290,678,2612,0,0,0,44,5,490098,49,UTAH
667,2876.051302,171.4680471,94203,94203,0,0,0,0,0,0,10.00739098,7.005173688,150.014755,69.45407017,0,0,229,0,99,5,49.02915625,37.00880324,2858.507093,2200.463066,2.481342962,2.564642268,721,22,63,0,42,0,534,16,1716,57,362,14,888,1,659,1,2667,58,2609,1152,858,294,21,0,110086,11,DAVIS
538,4530.556006,1501.244021,34543,34543,0,0,0,0,0,0,1.003695492,0,529.515683,89.22711972,0,0,444,250,439,111,26.03662709,14.01690141,1594.074519,899.6943521,2.192674716,2.183724156,180,13,1250,4,1243,0,72,0,1103,161,412,37,1621,1233,1177,983,3974,1398,2576,727,412,315,7,4,570385,57,WEBER
1044,5695.206596,2836.060291,25840,25840,0,0,0,0,0,0,0,0,515.2015263,234.0560766,0,0,153,31,349,245,21.0050699,16.00421404,616.4842284,436.9330824,2.111247358,1.977072771,638,182,37,13,37,13,2832,1496,4967,2541,1148,618,155,32,2,1,5159,2586,2573,292,221,71,0,0,350139,35,SALT LAKE
1795,5173.39156,2462.378994,63756,63756,0,0,0,0,0,0,0,0,359.3839225,198.3832938,0,0,712,363,37,10,29.00763794,13.99570062,943.0150874,456.0852001,2.328432315,2.375443751,93,29,14,1,13,1,1103,500,2304,1277,1071,738,2467,972,1755,609,4785,2250,2535,405,192,213,1,0,350890,35,SALT LAKE
2512,4106.262013,1528.086643,70166,70166,0,0,0,0,0,0,5.032457496,5.003073141,189.2295554,129.0835699,0,0,695,259,433,226,0,0,4.685919862,1.738349239,4.685919862,1.738349239,1048,258,152,6,129,1,418,173,2719,1097,820,440,1041,291,346,32,3912,1394,2518,1,1,0,23,5,490296,49,UTAH
715,2724.738685,108.788684,92898,92898,0,0,0,0,0,0,0,0,165.7607909,69.77202331,0,0,1,0,353,0,30.97789399,28.01666072,2041.836882,1788.618286,2.824117402,2.726552266,2,0,317,0,8,0,96,4,1627,11,1176,7,584,0,583,0,2528,11,2517,723,656,67,309,0,110134,11,DAVIS
664,3589.270555,1000.763074,40944,40944,0,0,0,0,0,0,2.004441155,0.995588235,198.2554072,127.7349892,0,0,361,66,82,23,45.01070664,39.03249613,2391.230108,1994.645213,2.245286486,2.201595158,900,309,65,2,63,2,199,38,2048,687,867,317,1231,144,870,78,3344,833,2511,1065,906,159,2,0,110083,11,DAVIS
1994,3992.883466,1466.027917,111741,111741,0,0,0,0,0,0,1.00625,1.004993758,193.8606237,178.0055175,0,0,28,2,48,32,63.01659277,61.01740524,1956.497299,1841.22249,2.233444405,2.178961526,1754,600,9,0,4,0,1221,222,3653,1223,630,369,73,3,45,1,3735,1226,2509,876,845,31,5,0,351089,35,SALT LAKE
2640,3498.09538,839.9536187,100955,100955,0,0,0,0,0,0,3.019474498,3.001843884,219.0759054,68.95177478,0,0,41,3,171,63,0,0,0,0,0,0,523,128,328,13,93,12,1428,459,2789,749,667,99,159,6,118,3,3276,768,2508,0,0,0,235,1,490424,49,UTAH
1016,3203.257066,620.1749391,38960,38960,0,0,0,0,0,0,0,0,198.2275675,129.2031922,0,0,114,33,271,24,112.0294983,91.97174695,3698.698065,2939.173427,2.384718288,2.310670933,36,3,235,26,65,12,1040,88,2091,324,744,209,567,49,453,16,2893,399,2494,1551,1272,279,170,14,350111,35,SALT LAKE
1275,4850.281758,2219.264723,63303,63303,0,0,0,0,0,0,0,0,264.6830096,134.6687838,14.59137344,14.59137344,296,135,44,36,28.00737457,16.00456531,862.5869795,478.4122805,2.228906924,2.126276802,79,2,43,37,6,3,978,557,3003,1571,1902,976,1497,446,1201,311,4543,2054,2489,387,225,162,37,34,350370,35,SALT LAKE
1172,5640.230491,3045.889874,69745,69745,0,0,0,0,0,0,0,0,302.2304908,192.8898744,0,0,3,0,144,104,0,0,1.727543113,0,1.727543113,0,5,0,1563,504,661,158,238,90,1593,812,1206,618,2182,1537,2179,1537,5338,2853,2485,1,0,1,902,346,350267,35,SALT LAKE
1066,4345.796694,1731.106078,42543,42543,0,0,0,0,0,0,0,0,239.788419,114.1018638,0,0,439,168,80,74,29.00827462,16.00421404,817.0608503,432.0273711,2.03755823,1.903204278,226,60,94,26,41,25,1819,382,3531,1400,1406,884,452,175,13,7,4077,1601,2476,401,227,174,53,1,350161,35,SALT LAKE
931,3627.113615,1105.240718,102017,102017,0,0,0,0,0,0,22.1375,14.06991261,174.9882473,137.1526984,0,0,308,32,99,53,78.98786775,75.0181068,2930.234938,2698.285208,2.693230642,2.604522401,60,3,210,11,129,2,285,28,1628,720,1184,636,1513,148,1205,116,3351,879,2472,1088,1036,52,81,9,350026,35,SALT LAKE
661,3917.231768,1256.448784,60401,60401,0,0,0,0,0,0,2.001478197,0.995588235,329.1694636,146.4403476,0,0,351,120,206,50,73.06082609,54.01284797,3789.68099,2763.375091,2.205867864,2.172464694,866,225,43,1,26,1,1219,493,2928,927,637,159,542,127,191,7,3513,1055,2458,1718,1272,446,17,0,110080,11,DAVIS
2113,3056.038918,486.4671315,114181,114181,0,0,0,0,0,0,0,0,186.0212939,76.47542447,0,0,271,62,29,4,73.01762395,53.99170707,2646.665252,1954.421302,2.61528187,2.644683764,212,24,14,0,13,0,1127,51,1954,227,586,148,829,129,558,67,2797,356,2441,1012,739,273,1,0,351208,35,SALT LAKE
1728,3139.622693,557.6600468,79063,79063,0,0,0,0,0,0,48.23970037,44.21972534,333.477272,228.3667058,0,0,982,0,103,0,306.9057208,258.0736156,11343.76796,9452.749556,2.679208304,2.652286632,20,1,7,0,7,0,143,2,1435,26,1169,23,1009,1,27,1,2451,27,2424,4234,3564,670,0,0,350823,35,SALT LAKE
1123,4596.192765,2076.531465,50921,50921,0,0,0,0,0,0,0,0,229.1959241,137.5330008,0,0,704,261,21,12,17.99684086,9.998464272,608.2203788,351.0779848,2.502964522,2.639684096,184,43,21,4,8,3,2833,1250,3595,1658,557,353,733,267,29,6,4349,1929,2420,243,133,110,13,1,350218,35,SALT LAKE
3475,3778.976093,1264.044344,67754,67754,0,0,0,0,0,0,7.045440495,7.004302397,209.9306524,115.0400418,0,0,15,4,651,415,0,0,1,1,1,1,1142,110,134,5,52,5,923,497,3350,1130,634,108,78,7,63,3,3562,1142,2420,1,1,0,82,0,491259,49,UTAH
1872,5866.075644,3376.430579,45830,45830,0,0,0,0,0,0,0,0,346.0874687,260.4111761,0,0,501,168,40,28,76.9881749,68.01940256,2681.138647,2370.971069,2.522237674,2.538512922,225,93,18,6,8,3,1309,652,4599,2724,3025,1951,826,318,325,150,5443,3048,2395,1063,934,129,10,3,350967,35,SALT LAKE
2285,3095.068356,669.9613046,81720,81720,0,0,0,0,0,0,4.025965997,3.010169492,149.0123277,96.94070592,0,0,1459,200,788,327,33.03006211,28.01042917,1474.486461,1253.015484,2.735596403,2.723946705,132,0,50,0,36,0,333,14,1364,341,111,0,1495,201,36,1,2909,542,2367,539,460,79,14,0,490069,49,UTAH
2428,3691.73493,1264.44238,102760,102760,0,0,0,0,0,0,0,0,181.7194434,118.4379108,0,0,13,1,574,153,17.01548654,12.00446964,886.4395933,642.5021616,3.177202843,3.244960412,950,103,26,9,10,1,1220,474,3425,1106,681,376,42,19,29,18,3493,1134,2359,279,198,81,16,8,490212,49,UTAH
1730,3397.16868,941.347611,99326,99326,0,0,0,0,0,0,11.05493134,1.004993758,182.1404665,109.325212,0,0,454,181,141,75,86.97328244,61.01740524,3291.092864,2244.308927,2.74715598,2.646590716,405,14,120,5,101,1,684,1,2018,258,788,168,979,507,525,326,3117,770,2347,1198,848,350,19,4,350825,35,SALT LAKE
1898,2896.923266,501.3288355,53265,53265,0,0,0,0,0,0,0,0,149.9080558,71.31276944,0,0,1037,15,86,25,63.01520971,61.01606602,1888.243409,1795.796877,2.157992468,2.120185215,310,168,2,1,1,1,615,61,1602,345,591,91,1080,23,43,8,2684,369,2315,875,847,28,1,0,350993,35,SALT LAKE
1536,3693.353085,1286.417924,49408,49408,0,0,0,0,0,0,0,0,224.3302589,124.4293318,0,0,38,1,88,62,80.02282654,64.98859199,2620.569245,2076.622817,2.375856069,2.333284065,62,4,236,84,178,50,843,76,3003,966,2010,824,150,47,112,46,3389,1097,2292,1103,890,213,58,34,350631,35,SALT LAKE
927,2607.923278,195.4520944,76192,76192,0,0,0,0,0,0,0,0,196.9437036,98.42441726,0,0,20,0,278,0,132.9795748,97.02767718,4686.230148,3279.700069,2.552412934,2.460390149,0,0,7,0,0,0,43,0,2169,0,1848,0,102,0,82,0,2278,0,2278,1836,1333,503,7,0,350022,35,SALT LAKE
666,2923.900982,553.9918067,87488,87488,0,0,0,0,0,0,1.000739098,0,189.9069024,95.96265045,0,0,211,26,274,78,55.99334047,49.02915625,4208.892109,3704.873148,3.217807423,3.227241418,317,81,109,24,106,24,569,17,1793,282,633,106,775,103,564,77,2677,409,2268,1308,1148,160,3,0,110085,11,DAVIS
1558,3132.910978,803.3969299,58960,58960,0,0,0,0,0,0,0,0,125.9058416,58.40245763,0,0,32,26,105,49,18.00513597,17.99447223,701.8587295,680.55824,2.853084266,2.800651194,5,4,1130,435,842,284,10,0,666,185,546,132,1193,107,1161,81,2989,727,2262,246,243,3,288,151,350653,35,SALT LAKE
1128,2588.069099,195.9289066,50921,50921,0,0,0,0,0,0,0,0,149.0819972,37.9229146,0,0,130,8,0,0,41.98710187,21.00599197,1293.802686,609.6665911,2.24229235,2.116897886,166,23,3,0,1,0,1100,48,2092,116,826,45,302,21,172,13,2397,137,2260,577,288,289,2,0,350223,35,SALT LAKE
731,2877.971758,415.2290289,77899,77899,0,0,0,0,0,0,15.96462786,14.01034738,287.989874,87.22177347,0,0,238,5,416,174,29.01725574,25.99690807,2026.020773,1835.223738,2.927775684,2.964820255,369,1,14,2,5,0,307,20,1374,279,282,84,1157,7,919,2,2545,288,2257,692,619,73,9,2,110150,11,DAVIS
2398,2634.760114,346.2909644,79647,79647,0,0,0,0,0,0,2.012982998,2.001229256,80.74423379,49.2886177,0,0,188,2,378,139,7.002897111,3.001117411,352.4210376,153.8404119,3.233220529,3.496372998,913,100,18,0,18,0,382,0,1879,257,206,18,648,35,460,33,2545,292,2253,109,44,65,0,0,490182,49,UTAH
1207,5297.362081,2999.68724,45129,45129,0,0,0,0,0,0,0,0,268.3620813,214.6872402,0,0,5,1,1206,632,0,0,3.178329059,1,3.178329059,1,3,0,1329,431,306,31,63,17,3685,2353,2413,1704,15,1,10,0,5029,2785,2244,1,1,0,1023,400,350302,35,SALT LAKE
1027,6765.180264,4475.694024,42543,42543,0,0,0,0,0,0,0,0,370.4909961,269.008309,22.69769202,22.69769202,534,330,55,39,47.99157562,38.98802316,1282.049362,942.7173453,1.942499033,1.765388287,21,3,391,79,356,47,2673,1270,5238,3605,2489,2293,695,461,161,131,6324,4145,2179,660,534,126,35,32,350122,35,SALT LAKE
1374,3534.820384,1361.112172,60646,60646,495,495,0,0,0,0,4.025,4.019975031,140.7906429,137.0974172,0,0,26,4,80,66,18.00474079,16.99477933,673.6098228,631.7672614,2.749427848,2.73492321,108,7,150,36,137,31,1188,253,3152,1163,1776,837,70,4,44,0,3372,1203,2169,245,231,14,13,5,350469,35,SALT LAKE
2274,2703.043912,435.2032814,81720,81720,0,0,0,0,0,0,6.038948995,6.003687769,153.9967658,55.19412779,0,0,104,3,302,120,11.0081974,6.005465839,540.9726053,291.7703611,2.988798924,2.752550576,822,31,70,1,40,1,293,78,1894,331,477,102,568,36,464,33,2532,368,2164,181,106,75,30,0,490058,49,UTAH
2315,3021.919501,800.158305,81720,81720,0,0,0,0,0,0,3.019474498,3.001843884,124.9000262,59.15646111,0,0,1360,526,526,159,0,0,0,0,0,0,409,8,30,4,17,2,89,18,1148,207,124,22,1716,527,356,1,2894,738,2156,0,0,0,13,2,490099,49,UTAH
2327,2501.577127,258.4203714,66402,66402,0,0,0,0,0,0,4.025965997,4.002458513,119.5459447,24.41605055,0,0,102,3,518,64,7.005216527,5.001862352,399.0441857,249.3496559,3.381730387,3.078390813,303,5,118,6,10,2,382,11,1562,137,359,57,691,82,589,79,2371,225,2146,118,81,37,108,4,490111,49,UTAH
2158,5078.122798,2837.813921,95085,95085,0,0,0,0,0,0,0,0,297.0979741,212.8235737,0,0,24,5,373,133,87.02482386,54.99034707,3066.197455,1926.979153,2.548792565,2.535498886,143,27,11,3,5,2,1503,642,4310,2558,2291,1756,373,9,349,4,4694,2570,2124,1203,760,443,6,1,351253,35,SALT LAKE
2023,2654.17589,459.3161207,70283,70283,0,0,0,0,0,0,17.08489388,6.029962547,156.1158709,82.26998275,0,0,483,29,208,42,80.97512503,67.01617541,2962.419875,2371.867133,2.654498095,2.566955772,471,49,399,15,382,14,180,58,1415,256,556,107,586,33,103,4,2400,304,2096,1116,924,192,17,1,351118,35,SALT LAKE
1096,4637.459485,2410.259375,25840,25840,0,0,73,73,75,75,0,0,285.4663957,158.2701232,0,0,153,17,83,66,44.99308923,34.98925156,1428.430883,1082.623315,2.322651843,2.260173934,1041,225,18,9,18,9,1761,1067,4078,2159,1193,801,211,49,58,32,4307,2217,2090,615,479,136,0,0,350191,35,SALT LAKE
1129,2214.83444,22.50889543,50921,50921,0,0,0,0,0,0,0,0,120.8278772,15.50705179,0,0,248,0,1,0,23.00656263,7.001843642,786.2451865,237.2283408,2.496016465,2.523705754,52,0,1,0,1,0,922,0,1792,0,817,0,278,0,30,0,2071,0,2071,315,94,221,0,0,350224,35,SALT LAKE
1135,2422.006722,256.8809934,50921,50921,0,0,0,0,0,0,0,0,121.0105832,27.88345053,0,0,764,113,1,0,21.99613883,15.99754284,745.8941008,547.7554175,2.511427949,2.434468522,147,11,1,0,1,0,1180,86,1499,100,171,3,779,113,15,0,2279,213,2066,297,225,72,0,0,350230,35,SALT LAKE
1127,2881.59655,727.940725,50921,50921,0,0,0,0,0,0,0,0,139.5885827,60.93466731,0,0,580,205,0,0,33.00796699,23.00605768,1205.914567,820.754527,2.633001239,2.548927102,70,15,1,0,1,0,1667,384,2120,439,383,40,588,205,8,0,2709,644,2065,458,322,136,0,0,350222,35,SALT LAKE
3057,2792.45428,716.0273393,75945,75945,0,0,0,0,0,0,4.025965997,4.002458513,81.42831444,54.02488076,0,0,137,102,133,43,0,0,0,0,0,0,11,1,689,33,656,7,615,32,1367,363,608,287,651,262,514,160,2707,658,2049,0,0,0,33,26,490841,49,UTAH
1118,2323.069906,101.2130449,50921,50921,0,0,0,0,0,0,0,0,186.0757406,19.21473423,0,0,122,0,0,0,18.99416513,10.9983107,658.4022914,404.8781688,2.503430766,2.717303147,15,0,27,11,11,5,1353,6,1951,56,583,50,140,4,18,4,2118,71,2047,263,149,114,16,6,350213,35,SALT LAKE
1126,2744.919957,622.2693798,50921,50921,0,0,0,0,0,0,0,0,153.9133943,59.27582882,0,0,810,141,0,0,23.00656263,20.99355093,808.2742307,673.5867386,2.557829844,2.371784291,232,9,3,0,1,0,1097,303,1748,401,419,89,817,141,7,0,2568,542,2026,316,284,32,2,0,350221,35,SALT LAKE
669,2589.133342,506.9155383,67768,67768,748,748,2240,2240,0,0,6.013323464,3.013353116,137.1095502,84.90634739,0,0,772,27,239,179,44.01046871,34.99583779,2528.447298,1868.428947,2.424206422,2.303858135,42,16,117,73,97,61,315,9,1322,278,726,74,963,33,191,6,2402,384,2018,1043,811,232,20,12,110088,11,DAVIS
1335,4742.437666,2644.7135,69745,69745,0,0,0,0,0,0,3.014981273,1.004993758,248.4118418,174.705346,0,0,765,433,483,393,38.01084261,12.00316053,1279.236842,384.841272,2.46481087,2.318320916,129,1,718,657,62,51,822,72,2382,1099,948,633,1353,701,588,268,4453,2457,1996,519,166,353,656,606,350430,35,SALT LAKE
1273,3167.233746,1106.008083,63303,63303,0,0,0,0,0,0,0,0,202.2124123,130.0214215,0,0,256,162,14,8,81.02133357,75.9866614,2424.61519,2244.263507,2.182371909,2.145567407,157,42,18,1,17,1,959,250,2075,656,945,356,791,243,535,81,2884,900,1984,1111,1046,65,1,0,350368,35,SALT LAKE
933,4628.013345,2662.367673,102017,102017,0,0,0,0,0,0,1.00625,1.004993758,364.0470237,360.441911,0,0,160,5,360,253,259.9600711,257.9207686,8077.591074,7759.242713,2.249398795,2.178950495,2624,1769,45,1,30,1,443,4,3768,2036,341,10,190,6,30,1,4003,2043,1960,3591,3561,30,15,0,350028,35,SALT LAKE
691,3914.202629,1785.69425,72651,72651,0,0,0,0,0,0,31.85882353,28.06217617,347.3480869,180.6062437,0,0,7,0,675,209,35.99571887,31.02583026,2213.913406,1895.980443,2.607671856,2.579565229,241,204,833,490,439,343,637,199,2504,987,951,375,162,69,155,69,3499,1546,1953,849,735,114,394,147,110110,11,DAVIS
2429,2988.692432,914.4344675,102760,102760,0,0,0,0,0,0,0,0,226.6874648,111.4329776,0,0,5,0,680,279,10.00496689,4.001489881,525.5760793,200.8146285,3.166120959,3.238945621,893,78,20,0,11,0,659,266,2723,799,491,176,9,0,4,0,2752,799,1953,166,62,104,9,0,490213,49,UTAH
1928,3220.451691,1189.944456,78814,78814,0,0,0,0,0,0,0,0,153.4425606,95.94550884,0,0,621,378,15,5,32.00913062,5.998946953,1062.796769,208.6823292,2.415447202,2.455086226,71,12,22,1,22,1,118,42,529,276,325,217,2484,811,1863,433,3035,1088,1947,440,85,355,0,0,351023,35,SALT LAKE
3014,3429.755714,1441.189644,34871,34871,0,0,0,0,0,0,0,0,154.734848,115.1888161,0,0,234,56,607,237,28.02086611,20.00082744,1151.485062,809.0836862,2.536310709,2.415175183,1008,306,27,6,8,4,1048,633,2979,1244,316,68,241,56,7,0,3247,1306,1941,454,335,119,19,2,490798,49,UTAH
1967,3565.047907,1623.53974,111741,111741,866,866,148,148,1286,1286,7.04375,7.034956305,250.9576475,246.5542261,0,0,2,0,341,242,163.0465091,160.9505572,5508.788936,5401.447283,2.442921923,2.426526183,11,4,50,40,0,0,1362,546,2623,1052,909,260,471,117,469,117,3144,1209,1935,2255,2226,29,50,40,351062,35,SALT LAKE
1017,3528.128059,1495.33073,35043,35043,0,0,0,0,0,0,0,0,179.1200693,103.3302037,0,0,76,1,136,31,28.00798929,2.000526755,905.5378773,68.44170268,2.321891993,2.534877877,4,0,870,698,49,16,1080,145,2302,666,1082,490,149,26,73,25,3321,1390,1931,390,27,363,821,682,350112,35,SALT LAKE
