;TAZID,CO_TAZID,CO_FIPS,CO_NAME
1019,351019,35,SALT LAKE
1020,351020,35,SALT LAKE
1021,351021,35,SALT LAKE
1022,351022,35,SALT LAKE
1023,351023,35,SALT LAKE
1024,351024,35,SALT LAKE
1025,351025,35,SALT LAKE
1026,351026,35,SALT LAKE
1027,351027,35,SALT LAKE
1028,351028,35,SALT LAKE
1029,351029,35,SALT LAKE
1030,351030,35,SALT LAKE
1031,351031,35,SALT LAKE
1032,351032,35,SALT LAKE
1033,351033,35,SALT LAKE
1034,351034,35,SALT LAKE
1035,351035,35,SALT LAKE
1036,351036,35,SALT LAKE
1037,351037,35,SALT LAKE
1038,351038,35,SALT LAKE
1039,351039,35,SALT LAKE
1040,351040,35,SALT LAKE
1041,351041,35,SALT LAKE
1042,351042,35,SALT LAKE
1043,351043,35,SALT LAKE
1044,351044,35,SALT LAKE
1045,351045,35,SALT LAKE
1046,351046,35,SALT LAKE
1047,351047,35,SALT LAKE
1048,351048,35,SALT LAKE
1049,351049,35,SALT LAKE
1050,351050,35,SALT LAKE
1051,351051,35,SALT LAKE
1052,351052,35,SALT LAKE
1053,351053,35,SALT LAKE
1054,351054,35,SALT LAKE
1055,351055,35,SALT LAKE
1056,351056,35,SALT LAKE
1057,351057,35,SALT LAKE
1058,351058,35,SALT LAKE
1059,351059,35,SALT LAKE
1060,351060,35,SALT LAKE
1061,351061,35,SALT LAKE
1062,351062,35,SALT LAKE
1063,351063,35,SALT LAKE
1064,351064,35,SALT LAKE
1065,351065,35,SALT LAKE
1066,351066,35,SALT LAKE
1067,351067,35,SALT LAKE
1068,351068,35,SALT LAKE
1069,351069,35,SALT LAKE
1070,351070,35,SALT LAKE
1071,351071,35,SALT LAKE
1072,351072,35,SALT LAKE
1073,351073,35,SALT LAKE
1074,351074,35,SALT LAKE
1075,351075,35,SALT LAKE
1076,351076,35,SALT LAKE
1077,351077,35,SALT LAKE
1078,351078,35,SALT LAKE
1079,351079,35,SALT LAKE
1080,351080,35,SALT LAKE
1081,351081,35,SALT LAKE
1082,351082,35,SALT LAKE
1083,351083,35,SALT LAKE
1084,351084,35,SALT LAKE
1085,351085,35,SALT LAKE
1086,351086,35,SALT LAKE
1087,351087,35,SALT LAKE
1088,351088,35,SALT LAKE
1089,351089,35,SALT LAKE
1090,351090,35,SALT LAKE
1091,351091,35,SALT LAKE
1092,351092,35,SALT LAKE
1093,351093,35,SALT LAKE
1094,351094,35,SALT LAKE
1095,351095,35,SALT LAKE
1096,351096,35,SALT LAKE
1097,351097,35,SALT LAKE
1098,351098,35,SALT LAKE
1099,351099,35,SALT LAKE
1100,351100,35,SALT LAKE
1101,351101,35,SALT LAKE
1102,351102,35,SALT LAKE
1103,351103,35,SALT LAKE
1104,351104,35,SALT LAKE
1105,351105,35,SALT LAKE
1106,351106,35,SALT LAKE
1107,351107,35,SALT LAKE
1108,351108,35,SALT LAKE
1109,351109,35,SALT LAKE
1110,351110,35,SALT LAKE
1111,351111,35,SALT LAKE
1112,351112,35,SALT LAKE
1113,351113,35,SALT LAKE
1114,351114,35,SALT LAKE
1115,351115,35,SALT LAKE
1116,351116,35,SALT LAKE
1117,351117,35,SALT LAKE
1118,351118,35,SALT LAKE
1119,351119,35,SALT LAKE
1120,351120,35,SALT LAKE
1121,351121,35,SALT LAKE
1122,351122,35,SALT LAKE
1123,351123,35,SALT LAKE
1124,351124,35,SALT LAKE
1125,351125,35,SALT LAKE
1126,351126,35,SALT LAKE
1127,351127,35,SALT LAKE
1128,351128,35,SALT LAKE
1129,351129,35,SALT LAKE
1130,351130,35,SALT LAKE
1131,351131,35,SALT LAKE
1132,351132,35,SALT LAKE
1133,351133,35,SALT LAKE
1134,351134,35,SALT LAKE
1135,351135,35,SALT LAKE
1136,351136,35,SALT LAKE
1137,351137,35,SALT LAKE
1138,351138,35,SALT LAKE
1139,351139,35,SALT LAKE
1140,351140,35,SALT LAKE
1141,351141,35,SALT LAKE
1142,351142,35,SALT LAKE
1143,351143,35,SALT LAKE
1144,351144,35,SALT LAKE
1145,351145,35,SALT LAKE
1146,351146,35,SALT LAKE
1147,351147,35,SALT LAKE
1148,351148,35,SALT LAKE
1149,351149,35,SALT LAKE
1150,351150,35,SALT LAKE
1151,351151,35,SALT LAKE
1152,351152,35,SALT LAKE
1153,351153,35,SALT LAKE
1154,351154,35,SALT LAKE
1155,351155,35,SALT LAKE
1156,351156,35,SALT LAKE
1157,351157,35,SALT LAKE
1158,351158,35,SALT LAKE
1159,351159,35,SALT LAKE
1160,351160,35,SALT LAKE
1161,351161,35,SALT LAKE
1162,351162,35,SALT LAKE
1163,351163,35,SALT LAKE
1164,351164,35,SALT LAKE
1165,351165,35,SALT LAKE
1166,351166,35,SALT LAKE
1167,351167,35,SALT LAKE
1168,351168,35,SALT LAKE
1169,351169,35,SALT LAKE
1170,351170,35,SALT LAKE
1171,351171,35,SALT LAKE
1172,351172,35,SALT LAKE
1173,351173,35,SALT LAKE
1174,351174,35,SALT LAKE
1175,351175,35,SALT LAKE
1176,351176,35,SALT LAKE
1177,351177,35,SALT LAKE
1178,351178,35,SALT LAKE
1179,351179,35,SALT LAKE
1180,351180,35,SALT LAKE
1181,351181,35,SALT LAKE
1182,351182,35,SALT LAKE
1183,351183,35,SALT LAKE
1184,351184,35,SALT LAKE
1185,351185,35,SALT LAKE
1186,351186,35,SALT LAKE
1187,351187,35,SALT LAKE
1188,351188,35,SALT LAKE
1189,351189,35,SALT LAKE
1190,351190,35,SALT LAKE
1191,351191,35,SALT LAKE
1192,351192,35,SALT LAKE
1193,351193,35,SALT LAKE
1194,351194,35,SALT LAKE
1195,351195,35,SALT LAKE
1196,351196,35,SALT LAKE
1197,351197,35,SALT LAKE
1198,351198,35,SALT LAKE
1199,351199,35,SALT LAKE
1200,351200,35,SALT LAKE
1201,351201,35,SALT LAKE
1202,351202,35,SALT LAKE
1203,351203,35,SALT LAKE
1204,351204,35,SALT LAKE
1205,351205,35,SALT LAKE
1206,351206,35,SALT LAKE
1207,351207,35,SALT LAKE
1208,351208,35,SALT LAKE
1209,351209,35,SALT LAKE
1210,351210,35,SALT LAKE
1211,351211,35,SALT LAKE
1212,351212,35,SALT LAKE
1213,351213,35,SALT LAKE
1214,351214,35,SALT LAKE
1215,351215,35,SALT LAKE
1216,351216,35,SALT LAKE
1217,351217,35,SALT LAKE
1218,351218,35,SALT LAKE
1219,351219,35,SALT LAKE
1220,351220,35,SALT LAKE
1221,351221,35,SALT LAKE
1222,351222,35,SALT LAKE
1223,351223,35,SALT LAKE
1224,351224,35,SALT LAKE
1225,351225,35,SALT LAKE
1226,351226,35,SALT LAKE
1227,351227,35,SALT LAKE
1228,351228,35,SALT LAKE
1229,351229,35,SALT LAKE
1230,351230,35,SALT LAKE
1231,351231,35,SALT LAKE
1232,351232,35,SALT LAKE
1233,351233,35,SALT LAKE
1234,351234,35,SALT LAKE
1235,351235,35,SALT LAKE
1236,351236,35,SALT LAKE
1237,351237,35,SALT LAKE
1238,351238,35,SALT LAKE
1239,351239,35,SALT LAKE
1240,351240,35,SALT LAKE
1241,351241,35,SALT LAKE
1242,351242,35,SALT LAKE
1243,351243,35,SALT LAKE
1244,351244,35,SALT LAKE
1245,351245,35,SALT LAKE
1246,351246,35,SALT LAKE
1247,351247,35,SALT LAKE
1248,351248,35,SALT LAKE
1249,351249,35,SALT LAKE
1250,351250,35,SALT LAKE
1251,351251,35,SALT LAKE
1252,351252,35,SALT LAKE
1253,351253,35,SALT LAKE
1254,351254,35,SALT LAKE
1255,351255,35,SALT LAKE
1256,351256,35,SALT LAKE
1257,351257,35,SALT LAKE
1258,351258,35,SALT LAKE
1259,351259,35,SALT LAKE
1260,351260,35,SALT LAKE
1261,351261,35,SALT LAKE
1262,351262,35,SALT LAKE
1263,351263,35,SALT LAKE
1264,351264,35,SALT LAKE
1265,351265,35,SALT LAKE
1266,351266,35,SALT LAKE
1267,351267,35,SALT LAKE
1268,351268,35,SALT LAKE
1269,351269,35,SALT LAKE
1270,351270,35,SALT LAKE
1271,351271,35,SALT LAKE
1272,351272,35,SALT LAKE
1273,351273,35,SALT LAKE
1274,351274,35,SALT LAKE
1275,351275,35,SALT LAKE
1276,351276,35,SALT LAKE
1277,351277,35,SALT LAKE
1278,351278,35,SALT LAKE
1279,351279,35,SALT LAKE
1280,351280,35,SALT LAKE
1281,351281,35,SALT LAKE
1282,351282,35,SALT LAKE
1283,351283,35,SALT LAKE
1284,351284,35,SALT LAKE
1285,351285,35,SALT LAKE
1286,351286,35,SALT LAKE
1287,351287,35,SALT LAKE
1288,351288,35,SALT LAKE
1289,351289,35,SALT LAKE
1290,351290,35,SALT LAKE
1291,351291,35,SALT LAKE
1292,351292,35,SALT LAKE
1293,351293,35,SALT LAKE
1294,351294,35,SALT LAKE
1295,351295,35,SALT LAKE
1296,351296,35,SALT LAKE
1297,351297,35,SALT LAKE
1298,351298,35,SALT LAKE
1299,351299,35,SALT LAKE
1300,351300,35,SALT LAKE
1301,351301,35,SALT LAKE
1302,351302,35,SALT LAKE
1303,351303,35,SALT LAKE
1304,351304,35,SALT LAKE
1305,351305,35,SALT LAKE
1306,351306,35,SALT LAKE
1307,351307,35,SALT LAKE
1308,351308,35,SALT LAKE
1309,351309,35,SALT LAKE
1310,351310,35,SALT LAKE
1311,351311,35,SALT LAKE
1312,351312,35,SALT LAKE
1313,351313,35,SALT LAKE
1314,351314,35,SALT LAKE
1315,351315,35,SALT LAKE
1316,351316,35,SALT LAKE
1317,351317,35,SALT LAKE
1318,351318,35,SALT LAKE
1319,351319,35,SALT LAKE
1320,351320,35,SALT LAKE
1321,351321,35,SALT LAKE
1322,351322,35,SALT LAKE
1323,351323,35,SALT LAKE
1324,351324,35,SALT LAKE
1325,351325,35,SALT LAKE
1326,351326,35,SALT LAKE
1327,351327,35,SALT LAKE
1328,351328,35,SALT LAKE
1329,351329,35,SALT LAKE
1330,351330,35,SALT LAKE
1331,351331,35,SALT LAKE
1332,351332,35,SALT LAKE
1333,351333,35,SALT LAKE
1334,351334,35,SALT LAKE
1335,351335,35,SALT LAKE
1336,351336,35,SALT LAKE
1337,351337,35,SALT LAKE
1338,351338,35,SALT LAKE
1339,351339,35,SALT LAKE
1340,351340,35,SALT LAKE
1341,351341,35,SALT LAKE
1342,351342,35,SALT LAKE
1343,351343,35,SALT LAKE
1344,351344,35,SALT LAKE
1345,351345,35,SALT LAKE
1346,351346,35,SALT LAKE
1347,351347,35,SALT LAKE
1348,351348,35,SALT LAKE
1349,351349,35,SALT LAKE
1350,351350,35,SALT LAKE
1351,351351,35,SALT LAKE
1352,351352,35,SALT LAKE
1353,351353,35,SALT LAKE
1354,351354,35,SALT LAKE
1355,351355,35,SALT LAKE
1356,351356,35,SALT LAKE
1357,351357,35,SALT LAKE
1358,351358,35,SALT LAKE
1359,351359,35,SALT LAKE
1360,351360,35,SALT LAKE
1361,351361,35,SALT LAKE
1362,351362,35,SALT LAKE
1363,351363,35,SALT LAKE
1364,351364,35,SALT LAKE
1365,351365,35,SALT LAKE
1366,351366,35,SALT LAKE
1367,351367,35,SALT LAKE
1368,351368,35,SALT LAKE
1369,351369,35,SALT LAKE
1370,351370,35,SALT LAKE
1371,351371,35,SALT LAKE
1372,351372,35,SALT LAKE
1373,351373,35,SALT LAKE
1374,351374,35,SALT LAKE
1375,351375,35,SALT LAKE
1376,351376,35,SALT LAKE
1377,351377,35,SALT LAKE
1378,351378,35,SALT LAKE
1379,351379,35,SALT LAKE
1380,351380,35,SALT LAKE
1381,351381,35,SALT LAKE
1382,351382,35,SALT LAKE
1383,351383,35,SALT LAKE
1384,351384,35,SALT LAKE
1385,351385,35,SALT LAKE
1386,351386,35,SALT LAKE
1387,351387,35,SALT LAKE
1388,351388,35,SALT LAKE
1389,351389,35,SALT LAKE
1390,351390,35,SALT LAKE
1391,351391,35,SALT LAKE
1392,351392,35,SALT LAKE
1393,351393,35,SALT LAKE
1394,351394,35,SALT LAKE
1395,351395,35,SALT LAKE
1396,351396,35,SALT LAKE
1397,351397,35,SALT LAKE
1398,351398,35,SALT LAKE
1399,351399,35,SALT LAKE
1400,351400,35,SALT LAKE
1401,351401,35,SALT LAKE
1402,351402,35,SALT LAKE
1403,351403,35,SALT LAKE
1404,351404,35,SALT LAKE
1405,351405,35,SALT LAKE
1406,351406,35,SALT LAKE
1407,351407,35,SALT LAKE
1408,351408,35,SALT LAKE
1409,351409,35,SALT LAKE
1410,351410,35,SALT LAKE
1411,351411,35,SALT LAKE
1412,351412,35,SALT LAKE
1413,351413,35,SALT LAKE
1414,351414,35,SALT LAKE
1415,351415,35,SALT LAKE
1416,351416,35,SALT LAKE
1417,351417,35,SALT LAKE
1418,351418,35,SALT LAKE
1419,351419,35,SALT LAKE
1420,351420,35,SALT LAKE
1421,351421,35,SALT LAKE
1422,351422,35,SALT LAKE
1423,351423,35,SALT LAKE
1424,351424,35,SALT LAKE
1425,351425,35,SALT LAKE
1426,351426,35,SALT LAKE
1427,351427,35,SALT LAKE
1428,351428,35,SALT LAKE
1429,351429,35,SALT LAKE
1430,351430,35,SALT LAKE
1431,351431,35,SALT LAKE
1432,351432,35,SALT LAKE
1433,351433,35,SALT LAKE
1434,351434,35,SALT LAKE
1435,351435,35,SALT LAKE
1436,351436,35,SALT LAKE
1437,351437,35,SALT LAKE
1438,351438,35,SALT LAKE
1439,351439,35,SALT LAKE
1440,351440,35,SALT LAKE
1441,351441,35,SALT LAKE
1442,351442,35,SALT LAKE
1443,351443,35,SALT LAKE
1444,351444,35,SALT LAKE
1445,351445,35,SALT LAKE
1446,351446,35,SALT LAKE
1447,351447,35,SALT LAKE
1448,351448,35,SALT LAKE
1449,351449,35,SALT LAKE
1450,351450,35,SALT LAKE
1451,351451,35,SALT LAKE
1452,351452,35,SALT LAKE
1453,351453,35,SALT LAKE
1454,351454,35,SALT LAKE
1455,351455,35,SALT LAKE
1456,351456,35,SALT LAKE
1457,351457,35,SALT LAKE
1458,351458,35,SALT LAKE
1459,351459,35,SALT LAKE
1460,351460,35,SALT LAKE
1461,351461,35,SALT LAKE
1462,351462,35,SALT LAKE
1463,351463,35,SALT LAKE
1464,351464,35,SALT LAKE
1465,351465,35,SALT LAKE
1466,351466,35,SALT LAKE
1467,351467,35,SALT LAKE
1468,351468,35,SALT LAKE
1469,351469,35,SALT LAKE
1470,351470,35,SALT LAKE
1471,351471,35,SALT LAKE
1472,351472,35,SALT LAKE
1473,351473,35,SALT LAKE
1474,351474,35,SALT LAKE
1475,351475,35,SALT LAKE
1476,351476,35,SALT LAKE
1477,351477,35,SALT LAKE
1478,351478,35,SALT LAKE
1479,351479,35,SALT LAKE
1480,351480,35,SALT LAKE
1481,351481,35,SALT LAKE
1482,351482,35,SALT LAKE
1483,351483,35,SALT LAKE
1484,351484,35,SALT LAKE
1485,351485,35,SALT LAKE
1486,351486,35,SALT LAKE
1487,351487,35,SALT LAKE
1488,351488,35,SALT LAKE
1489,351489,35,SALT LAKE
1490,351490,35,SALT LAKE
1491,351491,35,SALT LAKE
1492,351492,35,SALT LAKE
1493,351493,35,SALT LAKE
1494,351494,35,SALT LAKE
1495,351495,35,SALT LAKE
1496,351496,35,SALT LAKE
1497,351497,35,SALT LAKE
1498,351498,35,SALT LAKE
1499,351499,35,SALT LAKE
1500,351500,35,SALT LAKE
1501,351501,35,SALT LAKE
1502,351502,35,SALT LAKE
1503,351503,35,SALT LAKE
1504,351504,35,SALT LAKE
1505,351505,35,SALT LAKE
1506,351506,35,SALT LAKE
1507,351507,35,SALT LAKE
1508,351508,35,SALT LAKE
1509,351509,35,SALT LAKE
1510,351510,35,SALT LAKE
1511,351511,35,SALT LAKE
1512,351512,35,SALT LAKE
1513,351513,35,SALT LAKE
1514,351514,35,SALT LAKE
1515,351515,35,SALT LAKE
1516,351516,35,SALT LAKE
1517,351517,35,SALT LAKE
1518,351518,35,SALT LAKE
1519,351519,35,SALT LAKE
1520,351520,35,SALT LAKE
1521,351521,35,SALT LAKE
1522,351522,35,SALT LAKE
1523,351523,35,SALT LAKE
1524,351524,35,SALT LAKE
1525,351525,35,SALT LAKE
1526,351526,35,SALT LAKE
1527,351527,35,SALT LAKE
1528,351528,35,SALT LAKE
1529,351529,35,SALT LAKE
1530,351530,35,SALT LAKE
1531,351531,35,SALT LAKE
1532,351532,35,SALT LAKE
1533,351533,35,SALT LAKE
1534,351534,35,SALT LAKE
1535,351535,35,SALT LAKE
1536,351536,35,SALT LAKE
1537,351537,35,SALT LAKE
1538,351538,35,SALT LAKE
1539,351539,35,SALT LAKE
1540,351540,35,SALT LAKE
1541,351541,35,SALT LAKE
1542,351542,35,SALT LAKE
1543,351543,35,SALT LAKE
1544,351544,35,SALT LAKE
1545,351545,35,SALT LAKE
1546,351546,35,SALT LAKE
1547,351547,35,SALT LAKE
1548,351548,35,SALT LAKE
1549,351549,35,SALT LAKE
1550,351550,35,SALT LAKE
1551,351551,35,SALT LAKE
1552,351552,35,SALT LAKE
1553,351553,35,SALT LAKE
1554,351554,35,SALT LAKE
1555,351555,35,SALT LAKE
1556,351556,35,SALT LAKE
1557,351557,35,SALT LAKE
1558,351558,35,SALT LAKE
1559,351559,35,SALT LAKE
1560,351560,35,SALT LAKE
1561,351561,35,SALT LAKE
1562,351562,35,SALT LAKE
1563,351563,35,SALT LAKE
1564,351564,35,SALT LAKE
1565,351565,35,SALT LAKE
1566,351566,35,SALT LAKE
1567,351567,35,SALT LAKE
1568,351568,35,SALT LAKE
1569,351569,35,SALT LAKE
1570,351570,35,SALT LAKE
1571,351571,35,SALT LAKE
1572,351572,35,SALT LAKE
1573,351573,35,SALT LAKE
1574,351574,35,SALT LAKE
1575,351575,35,SALT LAKE
1576,351576,35,SALT LAKE
1577,351577,35,SALT LAKE
1578,351578,35,SALT LAKE
1579,351579,35,SALT LAKE
1580,351580,35,SALT LAKE
1581,351581,35,SALT LAKE
1582,351582,35,SALT LAKE
1583,351583,35,SALT LAKE
1584,351584,35,SALT LAKE
1585,351585,35,SALT LAKE
1586,351586,35,SALT LAKE
1587,351587,35,SALT LAKE
1588,351588,35,SALT LAKE
1589,351589,35,SALT LAKE
1590,351590,35,SALT LAKE
1591,351591,35,SALT LAKE
1592,351592,35,SALT LAKE
1593,351593,35,SALT LAKE
1594,351594,35,SALT LAKE
1595,351595,35,SALT LAKE
1596,351596,35,SALT LAKE
1597,351597,35,SALT LAKE
1598,351598,35,SALT LAKE
1599,351599,35,SALT LAKE
1600,351600,35,SALT LAKE
1601,351601,35,SALT LAKE
1602,351602,35,SALT LAKE
1603,351603,35,SALT LAKE
1604,351604,35,SALT LAKE
1605,351605,35,SALT LAKE
1606,351606,35,SALT LAKE
1607,351607,35,SALT LAKE
1608,351608,35,SALT LAKE
1609,351609,35,SALT LAKE
1610,351610,35,SALT LAKE
1611,351611,35,SALT LAKE
1612,351612,35,SALT LAKE
1613,351613,35,SALT LAKE
1614,351614,35,SALT LAKE
1615,351615,35,SALT LAKE
1616,351616,35,SALT LAKE
1617,351617,35,SALT LAKE
1618,351618,35,SALT LAKE
1619,351619,35,SALT LAKE
1620,351620,35,SALT LAKE
1621,351621,35,SALT LAKE
1622,351622,35,SALT LAKE
1623,351623,35,SALT LAKE
1624,351624,35,SALT LAKE
1625,351625,35,SALT LAKE
1626,351626,35,SALT LAKE
1627,351627,35,SALT LAKE
1628,351628,35,SALT LAKE
1629,351629,35,SALT LAKE
1630,351630,35,SALT LAKE
1631,351631,35,SALT LAKE
1632,351632,35,SALT LAKE
1633,351633,35,SALT LAKE
1634,351634,35,SALT LAKE
1635,351635,35,SALT LAKE
1636,351636,35,SALT LAKE
1637,351637,35,SALT LAKE
1638,351638,35,SALT LAKE
1639,351639,35,SALT LAKE
1640,351640,35,SALT LAKE
1641,351641,35,SALT LAKE
1642,351642,35,SALT LAKE
1643,351643,35,SALT LAKE
1644,351644,35,SALT LAKE
1645,351645,35,SALT LAKE
1646,351646,35,SALT LAKE
1647,351647,35,SALT LAKE
1648,351648,35,SALT LAKE
1649,351649,35,SALT LAKE
1650,351650,35,SALT LAKE
1651,351651,35,SALT LAKE
1652,351652,35,SALT LAKE
1653,351653,35,SALT LAKE
1654,351654,35,SALT LAKE
1655,351655,35,SALT LAKE
1656,351656,35,SALT LAKE
1657,351657,35,SALT LAKE
1658,351658,35,SALT LAKE
1659,351659,35,SALT LAKE
1660,351660,35,SALT LAKE
1661,351661,35,SALT LAKE
1662,351662,35,SALT LAKE
1663,351663,35,SALT LAKE
1664,351664,35,SALT LAKE
1665,351665,35,SALT LAKE
1666,351666,35,SALT LAKE
1667,351667,35,SALT LAKE
1668,351668,35,SALT LAKE
1669,351669,35,SALT LAKE
1670,351670,35,SALT LAKE
1671,351671,35,SALT LAKE
1672,351672,35,SALT LAKE
1673,351673,35,SALT LAKE
1674,351674,35,SALT LAKE
1675,351675,35,SALT LAKE
1676,351676,35,SALT LAKE
1677,351677,35,SALT LAKE
1678,351678,35,SALT LAKE
1679,351679,35,SALT LAKE
1680,351680,35,SALT LAKE
1681,351681,35,SALT LAKE
1682,351682,35,SALT LAKE
1683,351683,35,SALT LAKE
1684,351684,35,SALT LAKE
1685,351685,35,SALT LAKE
1686,351686,35,SALT LAKE
1687,351687,35,SALT LAKE
1688,351688,35,SALT LAKE
1689,351689,35,SALT LAKE
1690,351690,35,SALT LAKE
1691,351691,35,SALT LAKE
1692,351692,35,SALT LAKE
1693,351693,35,SALT LAKE
1694,351694,35,SALT LAKE
1695,351695,35,SALT LAKE
1696,351696,35,SALT LAKE
1697,351697,35,SALT LAKE
1698,351698,35,SALT LAKE
1699,351699,35,SALT LAKE
1700,351700,35,SALT LAKE
1701,351701,35,SALT LAKE
1702,351702,35,SALT LAKE
1703,351703,35,SALT LAKE
1704,351704,35,SALT LAKE
1705,351705,35,SALT LAKE
1706,351706,35,SALT LAKE
1707,351707,35,SALT LAKE
1708,351708,35,SALT LAKE
1709,351709,35,SALT LAKE
1710,351710,35,SALT LAKE
1711,351711,35,SALT LAKE
1712,351712,35,SALT LAKE
1713,351713,35,SALT LAKE
1714,351714,35,SALT LAKE
1715,351715,35,SALT LAKE
1716,351716,35,SALT LAKE
1717,351717,35,SALT LAKE
1718,351718,35,SALT LAKE
1719,351719,35,SALT LAKE
1720,351720,35,SALT LAKE
1721,351721,35,SALT LAKE
1722,351722,35,SALT LAKE
1723,351723,35,SALT LAKE
1724,351724,35,SALT LAKE
1725,351725,35,SALT LAKE
1726,351726,35,SALT LAKE
1727,351727,35,SALT LAKE
1728,351728,35,SALT LAKE
1729,351729,35,SALT LAKE
1730,351730,35,SALT LAKE
1731,351731,35,SALT LAKE
1732,351732,35,SALT LAKE
1733,351733,35,SALT LAKE
1734,351734,35,SALT LAKE
1735,351735,35,SALT LAKE
1736,351736,35,SALT LAKE
1737,351737,35,SALT LAKE
1738,351738,35,SALT LAKE
1739,351739,35,SALT LAKE
1740,351740,35,SALT LAKE
1741,351741,35,SALT LAKE
1742,351742,35,SALT LAKE
1743,351743,35,SALT LAKE
1744,351744,35,SALT LAKE
1745,351745,35,SALT LAKE
1746,351746,35,SALT LAKE
1747,351747,35,SALT LAKE
1748,351748,35,SALT LAKE
1749,351749,35,SALT LAKE
1750,351750,35,SALT LAKE
1751,351751,35,SALT LAKE
1752,351752,35,SALT LAKE
1753,351753,35,SALT LAKE
1754,351754,35,SALT LAKE
1755,351755,35,SALT LAKE
1756,351756,35,SALT LAKE
1757,351757,35,SALT LAKE
1758,351758,35,SALT LAKE
1759,351759,35,SALT LAKE
1760,351760,35,SALT LAKE
1761,351761,35,SALT LAKE
1762,351762,35,SALT LAKE
1763,351763,35,SALT LAKE
1764,351764,35,SALT LAKE
1765,351765,35,SALT LAKE
1766,351766,35,SALT LAKE
1767,351767,35,SALT LAKE
1768,351768,35,SALT LAKE
1769,351769,35,SALT LAKE
1770,351770,35,SALT LAKE
1771,351771,35,SALT LAKE
1772,351772,35,SALT LAKE
1773,351773,35,SALT LAKE
1774,351774,35,SALT LAKE
1775,351775,35,SALT LAKE
1776,351776,35,SALT LAKE
1777,351777,35,SALT LAKE
1778,351778,35,SALT LAKE
1779,351779,35,SALT LAKE
1780,351780,35,SALT LAKE
1781,351781,35,SALT LAKE
1782,351782,0,external
1783,351783,0,external
1784,351784,0,external
1785,351785,0,external
1786,351786,0,external
1787,351787,0,external
1788,351788,0,external
1789,491789,49,UTAH
1790,491790,49,UTAH
1791,491791,49,UTAH
1792,491792,49,UTAH
1793,491793,49,UTAH
1794,491794,49,UTAH
1795,491795,49,UTAH
1796,491796,49,UTAH
1797,491797,49,UTAH
1798,491798,49,UTAH
1799,491799,49,UTAH
1800,491800,49,UTAH
1801,491801,49,UTAH
1802,491802,49,UTAH
1803,491803,49,UTAH
1804,491804,49,UTAH
1805,491805,49,UTAH
1806,491806,49,UTAH
1807,491807,49,UTAH
1808,491808,49,UTAH
1809,491809,49,UTAH
1810,491810,49,UTAH
1811,491811,49,UTAH
1812,491812,49,UTAH
1813,491813,49,UTAH
1814,491814,49,UTAH
1815,491815,49,UTAH
1816,491816,49,UTAH
1817,491817,49,UTAH
1818,491818,49,UTAH
1819,491819,49,UTAH
1820,491820,49,UTAH
1821,491821,49,UTAH
1822,491822,49,UTAH
1823,491823,49,UTAH
1824,491824,49,UTAH
1825,491825,49,UTAH
1826,491826,49,UTAH
1827,491827,49,UTAH
1828,491828,49,UTAH
1829,491829,49,UTAH
1830,491830,49,UTAH
1831,491831,49,UTAH
1832,491832,49,UTAH
1833,491833,49,UTAH
1834,491834,49,UTAH
1835,491835,49,UTAH
1836,491836,49,UTAH
1837,491837,49,UTAH
1838,491838,49,UTAH
1839,491839,49,UTAH
1840,491840,49,UTAH
1841,491841,49,UTAH
1842,491842,49,UTAH
1843,491843,49,UTAH
1844,491844,49,UTAH
1845,491845,49,UTAH
1846,491846,49,UTAH
1847,491847,49,UTAH
1848,491848,49,UTAH
1849,491849,49,UTAH
1850,491850,49,UTAH
1851,491851,49,UTAH
1852,491852,49,UTAH
1853,491853,49,UTAH
1854,491854,49,UTAH
1855,491855,49,UTAH
1856,491856,49,UTAH
1857,491857,49,UTAH
1858,491858,49,UTAH
1859,491859,49,UTAH
1860,491860,49,UTAH
1861,491861,49,UTAH
1862,491862,49,UTAH
1863,491863,49,UTAH
1864,491864,49,UTAH
1865,491865,49,UTAH
1866,491866,49,UTAH
1867,491867,49,UTAH
1868,491868,49,UTAH
1869,491869,49,UTAH
1870,491870,49,UTAH
1871,491871,49,UTAH
1872,491872,49,UTAH
1873,491873,49,UTAH
1874,491874,49,UTAH
1875,491875,49,UTAH
1876,491876,49,UTAH
1877,491877,49,UTAH
1878,491878,49,UTAH
1879,491879,49,UTAH
1880,491880,49,UTAH
1881,491881,49,UTAH
1882,491882,49,UTAH
1883,491883,49,UTAH
1884,491884,49,UTAH
1885,491885,49,UTAH
1886,491886,49,UTAH
1887,491887,49,UTAH
1888,491888,49,UTAH
1889,491889,49,UTAH
1890,491890,49,UTAH
1891,491891,49,UTAH
1892,491892,49,UTAH
1893,491893,49,UTAH
1894,491894,49,UTAH
1895,491895,49,UTAH
1896,491896,49,UTAH
1897,491897,49,UTAH
1898,491898,49,UTAH
1899,491899,49,UTAH
1900,491900,49,UTAH
1901,491901,49,UTAH
1902,491902,49,UTAH
1903,491903,49,UTAH
1904,491904,49,UTAH
1905,491905,49,UTAH
1906,491906,49,UTAH
1907,491907,49,UTAH
1908,491908,49,UTAH
1909,491909,49,UTAH
1910,491910,49,UTAH
1911,491911,49,UTAH
1912,491912,49,UTAH
1913,491913,49,UTAH
1914,491914,49,UTAH
1915,491915,49,UTAH
1916,491916,49,UTAH
1917,491917,49,UTAH
1918,491918,49,UTAH
