;TAZID,CO_TAZID,CO_FIPS,CO_NAME
147,30147,3,BOX ELDER
148,30148,3,BOX ELDER
149,30149,3,BOX ELDER
150,30150,3,BOX ELDER
151,30151,3,BOX ELDER
152,30152,3,BOX ELDER
153,30153,3,BOX ELDER
154,570001,57,WEBER
155,570002,57,WEBER
156,570003,57,WEBER
157,570004,57,WEBER
158,570005,57,WEBER
159,570006,57,WEBER
160,570007,57,WEBER
161,570008,57,WEBER
162,570009,57,WEBER
163,570010,57,WEBER
164,570011,57,WEBER
165,570012,57,WEBER
166,570013,57,WEBER
167,570014,57,WEBER
168,570015,57,WEBER
169,570016,57,WEBER
170,570017,57,WEBER
171,570018,57,WEBER
172,570019,57,WEBER
173,570020,57,WEBER
174,570021,57,WEBER
175,570022,57,WEBER
176,570023,57,WEBER
177,570024,57,WEBER
178,570025,57,WEBER
179,570026,57,WEBER
180,570027,57,WEBER
181,570028,57,WEBER
182,570029,57,WEBER
183,570030,57,WEBER
184,570031,57,WEBER
185,570032,57,WEBER
186,570033,57,WEBER
187,570034,57,WEBER
188,570035,57,WEBER
189,570036,57,WEBER
190,570037,57,WEBER
191,570038,57,WEBER
192,570039,57,WEBER
193,570040,57,WEBER
194,570041,57,WEBER
195,570042,57,WEBER
196,570043,57,WEBER
197,570044,57,WEBER
198,570045,57,WEBER
199,570046,57,WEBER
200,570047,57,WEBER
201,570048,57,WEBER
202,570049,57,WEBER
203,570050,57,WEBER
204,570051,57,WEBER
205,570052,57,WEBER
206,570053,57,WEBER
207,570054,57,WEBER
208,570055,57,WEBER
209,570056,57,WEBER
210,570057,57,WEBER
211,570058,57,WEBER
212,570059,57,WEBER
213,570060,57,WEBER
214,570061,57,WEBER
215,570062,57,WEBER
216,570063,57,WEBER
217,570064,57,WEBER
218,570065,57,WEBER
219,570066,57,WEBER
220,570067,57,WEBER
221,570068,57,WEBER
222,570069,57,WEBER
223,570070,57,WEBER
224,570071,57,WEBER
225,570072,57,WEBER
226,570073,57,WEBER
227,570074,57,WEBER
228,570075,57,WEBER
229,570076,57,WEBER
230,570077,57,WEBER
231,570078,57,WEBER
232,570079,57,WEBER
233,570080,57,WEBER
234,570081,57,WEBER
235,570082,57,WEBER
236,570083,57,WEBER
237,570084,57,WEBER
238,570085,57,WEBER
239,570086,57,WEBER
240,570087,57,WEBER
241,570088,57,WEBER
242,570089,57,WEBER
243,570090,57,WEBER
244,570091,57,WEBER
245,570092,57,WEBER
246,570093,57,WEBER
247,570094,57,WEBER
248,570095,57,WEBER
249,570096,57,WEBER
250,570097,57,WEBER
251,570098,57,WEBER
252,570099,57,WEBER
253,570100,57,WEBER
254,570101,57,WEBER
255,570102,57,WEBER
256,570103,57,WEBER
257,570104,57,WEBER
258,570105,57,WEBER
259,570106,57,WEBER
260,570107,57,WEBER
261,570108,57,WEBER
262,570109,57,WEBER
263,570110,57,WEBER
264,570111,57,WEBER
265,570112,57,WEBER
266,570113,57,WEBER
267,570114,57,WEBER
268,570115,57,WEBER
269,570116,57,WEBER
270,570117,57,WEBER
271,570118,57,WEBER
272,570119,57,WEBER
273,570120,57,WEBER
274,570121,57,WEBER
275,570122,57,WEBER
276,570123,57,WEBER
277,570124,57,WEBER
278,570125,57,WEBER
279,570126,57,WEBER
280,570127,57,WEBER
281,570128,57,WEBER
282,570129,57,WEBER
283,570130,57,WEBER
284,570131,57,WEBER
285,570132,57,WEBER
286,570133,57,WEBER
287,570134,57,WEBER
288,570135,57,WEBER
289,570136,57,WEBER
290,570137,57,WEBER
291,570138,57,WEBER
292,570139,57,WEBER
293,570140,57,WEBER
294,570141,57,WEBER
295,570142,57,WEBER
296,570143,57,WEBER
297,570144,57,WEBER
298,570145,57,WEBER
299,570146,57,WEBER
300,570147,57,WEBER
301,570148,57,WEBER
302,570149,57,WEBER
303,570150,57,WEBER
304,570151,57,WEBER
305,570152,57,WEBER
306,570153,57,WEBER
307,570154,57,WEBER
308,570155,57,WEBER
309,570156,57,WEBER
310,570157,57,WEBER
311,570158,57,WEBER
312,570159,57,WEBER
313,570160,57,WEBER
314,570161,57,WEBER
315,570162,57,WEBER
316,570163,57,WEBER
317,570164,57,WEBER
318,570165,57,WEBER
319,570166,57,WEBER
320,570167,57,WEBER
321,570168,57,WEBER
322,570169,57,WEBER
323,570170,57,WEBER
324,570171,57,WEBER
325,570172,57,WEBER
326,570173,57,WEBER
327,570174,57,WEBER
328,570175,57,WEBER
329,570176,57,WEBER
330,570177,57,WEBER
331,570178,57,WEBER
332,570179,57,WEBER
333,570180,57,WEBER
334,570181,57,WEBER
335,570182,57,WEBER
336,570183,57,WEBER
337,570184,57,WEBER
338,570185,57,WEBER
339,570186,57,WEBER
340,570187,57,WEBER
341,570188,57,WEBER
342,570189,57,WEBER
343,570190,57,WEBER
344,570191,57,WEBER
345,570192,57,WEBER
346,570193,57,WEBER
347,570194,57,WEBER
348,570195,57,WEBER
349,570196,57,WEBER
350,570197,57,WEBER
351,570198,57,WEBER
352,570199,57,WEBER
353,570200,57,WEBER
354,570201,57,WEBER
355,570202,57,WEBER
356,570203,57,WEBER
357,570204,57,WEBER
358,570205,57,WEBER
359,570206,57,WEBER
360,570207,57,WEBER
361,570208,57,WEBER
362,570209,57,WEBER
363,570210,57,WEBER
364,570211,57,WEBER
365,570212,57,WEBER
366,570213,57,WEBER
367,570214,57,WEBER
368,570215,57,WEBER
369,570216,57,WEBER
370,570217,57,WEBER
371,570218,57,WEBER
372,570219,57,WEBER
373,570220,57,WEBER
374,570221,57,WEBER
375,570222,57,WEBER
376,570223,57,WEBER
377,570224,57,WEBER
378,570225,57,WEBER
379,570226,57,WEBER
380,570227,57,WEBER
381,570228,57,WEBER
382,570229,57,WEBER
383,570230,57,WEBER
384,570231,57,WEBER
385,570232,57,WEBER
386,570233,57,WEBER
387,570234,57,WEBER
388,570235,57,WEBER
389,570236,57,WEBER
390,570237,57,WEBER
391,570238,57,WEBER
392,570239,57,WEBER
393,570240,57,WEBER
394,570241,57,WEBER
395,570242,57,WEBER
396,570243,57,WEBER
397,570244,57,WEBER
398,570245,57,WEBER
399,570246,57,WEBER
400,570247,57,WEBER
401,570248,57,WEBER
402,570249,57,WEBER
403,570250,57,WEBER
404,570251,57,WEBER
405,570252,57,WEBER
406,570253,57,WEBER
407,570254,57,WEBER
408,570255,57,WEBER
409,570256,57,WEBER
410,570257,57,WEBER
411,570258,57,WEBER
412,570259,57,WEBER
413,570260,57,WEBER
414,570261,57,WEBER
415,570262,57,WEBER
416,570263,57,WEBER
417,570264,57,WEBER
418,570265,57,WEBER
419,570266,57,WEBER
420,570267,57,WEBER
421,570268,57,WEBER
422,570269,57,WEBER
423,570270,57,WEBER
424,570271,57,WEBER
425,570272,57,WEBER
426,570273,57,WEBER
427,570274,57,WEBER
428,570275,57,WEBER
429,570276,57,WEBER
430,570277,57,WEBER
431,570278,57,WEBER
432,570279,57,WEBER
433,570280,57,WEBER
434,570281,57,WEBER
435,570282,57,WEBER
436,570283,57,WEBER
437,570284,57,WEBER
438,570285,57,WEBER
439,570286,57,WEBER
440,570287,57,WEBER
441,570288,57,WEBER
442,570289,57,WEBER
443,570290,57,WEBER
444,570291,57,WEBER
445,570292,57,WEBER
446,570293,57,WEBER
447,570294,57,WEBER
448,570295,57,WEBER
449,570296,57,WEBER
450,570297,57,WEBER
451,570298,57,WEBER
452,570299,57,WEBER
453,570300,57,WEBER
454,570301,57,WEBER
455,570302,57,WEBER
456,570303,57,WEBER
457,570304,57,WEBER
458,570305,57,WEBER
459,570306,57,WEBER
460,570307,57,WEBER
461,570308,57,WEBER
462,570309,57,WEBER
463,570310,57,WEBER
464,570311,57,WEBER
465,570312,57,WEBER
466,570313,57,WEBER
467,570314,57,WEBER
468,570315,57,WEBER
469,570316,57,WEBER
470,570317,57,WEBER
471,570318,57,WEBER
472,570319,57,WEBER
473,570320,57,WEBER
474,570321,57,WEBER
475,570322,57,WEBER
476,570323,57,WEBER
477,570324,57,WEBER
478,570325,57,WEBER
479,570326,57,WEBER
480,570327,57,WEBER
481,570328,57,WEBER
482,570329,57,WEBER
483,570330,57,WEBER
484,570331,57,WEBER
485,570332,57,WEBER
486,570333,57,WEBER
487,570334,57,WEBER
488,570335,57,WEBER
489,570336,57,WEBER
490,570337,57,WEBER
491,570338,57,WEBER
492,570339,57,WEBER
493,570340,57,WEBER
494,570341,57,WEBER
495,570342,57,WEBER
496,570343,57,WEBER
497,570344,57,WEBER
498,570345,57,WEBER
499,570346,57,WEBER
500,570347,57,WEBER
501,570348,57,WEBER
502,570349,57,WEBER
503,570350,57,WEBER
504,570351,57,WEBER
505,570352,57,WEBER
506,570353,57,WEBER
507,570354,57,WEBER
508,570355,57,WEBER
509,570356,57,WEBER
510,570357,57,WEBER
511,570358,57,WEBER
512,570359,57,WEBER
513,570360,57,WEBER
514,570361,57,WEBER
515,570362,57,WEBER
516,570363,57,WEBER
517,570364,57,WEBER
518,570365,57,WEBER
519,570366,57,WEBER
520,570367,57,WEBER
521,570368,57,WEBER
522,570369,57,WEBER
523,570370,57,WEBER
524,570371,57,WEBER
525,570372,57,WEBER
526,570373,57,WEBER
527,570374,57,WEBER
528,570375,57,WEBER
529,570376,57,WEBER
530,570377,57,WEBER
531,570378,57,WEBER
532,570379,57,WEBER
533,570380,57,WEBER
534,570381,57,WEBER
535,570382,57,WEBER
536,570383,57,WEBER
537,570384,57,WEBER
538,570385,57,WEBER
539,570386,57,WEBER
540,570387,57,WEBER
541,570388,57,WEBER
542,570389,57,WEBER
543,570390,57,WEBER
544,570391,57,WEBER
545,570392,57,WEBER
546,570393,57,WEBER
547,570394,57,WEBER
548,570395,57,WEBER
549,570396,57,WEBER
550,570397,57,WEBER
551,570398,57,WEBER
552,570399,57,WEBER
553,570400,57,WEBER
554,570401,57,WEBER
555,570402,57,WEBER
556,570403,57,WEBER
557,570404,57,WEBER
558,570405,57,WEBER
559,570406,57,WEBER
560,570407,57,WEBER
561,570408,57,WEBER
562,570409,57,WEBER
563,570410,57,WEBER
564,570411,57,WEBER
565,570412,57,WEBER
566,570413,57,WEBER
567,570414,57,WEBER
568,570415,57,WEBER
569,570416,57,WEBER
570,570417,57,WEBER
571,570418,57,WEBER
572,570419,57,WEBER
573,570420,57,WEBER
574,570421,57,WEBER
575,570422,57,WEBER
576,570423,57,WEBER
577,570424,57,WEBER
578,570425,57,WEBER
579,570426,57,WEBER
580,570427,57,WEBER
581,570428,57,WEBER
582,110001,11,DAVIS
583,110002,11,DAVIS
584,110003,11,DAVIS
585,110004,11,DAVIS
586,110005,11,DAVIS
587,110006,11,DAVIS
588,110007,11,DAVIS
589,110008,11,DAVIS
590,110009,11,DAVIS
591,110010,11,DAVIS
592,110011,11,DAVIS
593,110012,11,DAVIS
594,110013,11,DAVIS
595,110014,11,DAVIS
596,110015,11,DAVIS
597,110016,11,DAVIS
598,110017,11,DAVIS
599,110018,11,DAVIS
600,110019,11,DAVIS
601,110020,11,DAVIS
602,110021,11,DAVIS
603,110022,11,DAVIS
604,110023,11,DAVIS
605,110024,11,DAVIS
606,110025,11,DAVIS
607,110026,11,DAVIS
608,110027,11,DAVIS
609,110028,11,DAVIS
610,110029,11,DAVIS
611,110030,11,DAVIS
612,110031,11,DAVIS
613,110032,11,DAVIS
614,110033,11,DAVIS
615,110034,11,DAVIS
616,110035,11,DAVIS
617,110036,11,DAVIS
618,110037,11,DAVIS
619,110038,11,DAVIS
620,110039,11,DAVIS
621,110040,11,DAVIS
622,110041,11,DAVIS
623,110042,11,DAVIS
624,110043,11,DAVIS
625,110044,11,DAVIS
626,110045,11,DAVIS
627,110046,11,DAVIS
628,110047,11,DAVIS
629,110048,11,DAVIS
630,110049,11,DAVIS
631,110050,11,DAVIS
632,110051,11,DAVIS
633,110052,11,DAVIS
634,110053,11,DAVIS
635,110054,11,DAVIS
636,110055,11,DAVIS
637,110056,11,DAVIS
638,110057,11,DAVIS
639,110058,11,DAVIS
640,110059,11,DAVIS
641,110060,11,DAVIS
642,110061,11,DAVIS
643,110062,11,DAVIS
644,110063,11,DAVIS
645,110064,11,DAVIS
646,110065,11,DAVIS
647,110066,11,DAVIS
648,110067,11,DAVIS
649,110068,11,DAVIS
650,110069,11,DAVIS
651,110070,11,DAVIS
652,110071,11,DAVIS
653,110072,11,DAVIS
654,110073,11,DAVIS
655,110074,11,DAVIS
656,110075,11,DAVIS
657,110076,11,DAVIS
658,110077,11,DAVIS
659,110078,11,DAVIS
660,110079,11,DAVIS
661,110080,11,DAVIS
662,110081,11,DAVIS
663,110082,11,DAVIS
664,110083,11,DAVIS
665,110084,11,DAVIS
666,110085,11,DAVIS
667,110086,11,DAVIS
668,110087,11,DAVIS
669,110088,11,DAVIS
670,110089,11,DAVIS
671,110090,11,DAVIS
672,110091,11,DAVIS
673,110092,11,DAVIS
674,110093,11,DAVIS
675,110094,11,DAVIS
676,110095,11,DAVIS
677,110096,11,DAVIS
678,110097,11,DAVIS
679,110098,11,DAVIS
680,110099,11,DAVIS
681,110100,11,DAVIS
682,110101,11,DAVIS
683,110102,11,DAVIS
684,110103,11,DAVIS
685,110104,11,DAVIS
686,110105,11,DAVIS
687,110106,11,DAVIS
688,110107,11,DAVIS
689,110108,11,DAVIS
690,110109,11,DAVIS
691,110110,11,DAVIS
692,110111,11,DAVIS
693,110112,11,DAVIS
694,110113,11,DAVIS
695,110114,11,DAVIS
696,110115,11,DAVIS
697,110116,11,DAVIS
698,110117,11,DAVIS
699,110118,11,DAVIS
700,110119,11,DAVIS
701,110120,11,DAVIS
702,110121,11,DAVIS
703,110122,11,DAVIS
704,110123,11,DAVIS
705,110124,11,DAVIS
706,110125,11,DAVIS
707,110126,11,DAVIS
708,110127,11,DAVIS
709,110128,11,DAVIS
710,110129,11,DAVIS
711,110130,11,DAVIS
712,110131,11,DAVIS
713,110132,11,DAVIS
714,110133,11,DAVIS
715,110134,11,DAVIS
716,110135,11,DAVIS
717,110136,11,DAVIS
718,110137,11,DAVIS
719,110138,11,DAVIS
720,110139,11,DAVIS
721,110140,11,DAVIS
722,110141,11,DAVIS
723,110142,11,DAVIS
724,110143,11,DAVIS
725,110144,11,DAVIS
726,110145,11,DAVIS
727,110146,11,DAVIS
728,110147,11,DAVIS
729,110148,11,DAVIS
730,110149,11,DAVIS
731,110150,11,DAVIS
732,110151,11,DAVIS
733,110152,11,DAVIS
734,110153,11,DAVIS
735,110154,11,DAVIS
736,110155,11,DAVIS
737,110156,11,DAVIS
738,110157,11,DAVIS
739,110158,11,DAVIS
740,110159,11,DAVIS
741,110160,11,DAVIS
742,110161,11,DAVIS
743,110162,11,DAVIS
744,110163,11,DAVIS
745,110164,11,DAVIS
746,110165,11,DAVIS
747,110166,11,DAVIS
748,110167,11,DAVIS
749,110168,11,DAVIS
750,110169,11,DAVIS
751,110170,11,DAVIS
752,110171,11,DAVIS
753,110172,11,DAVIS
754,110173,11,DAVIS
755,110174,11,DAVIS
756,110175,11,DAVIS
757,110176,11,DAVIS
758,110177,11,DAVIS
759,110178,11,DAVIS
760,110179,11,DAVIS
761,110180,11,DAVIS
762,110181,11,DAVIS
763,110182,11,DAVIS
764,110183,11,DAVIS
765,110184,11,DAVIS
766,110185,11,DAVIS
767,110186,11,DAVIS
768,110187,11,DAVIS
769,110188,11,DAVIS
770,110189,11,DAVIS
771,110190,11,DAVIS
772,110191,11,DAVIS
773,110192,11,DAVIS
774,110193,11,DAVIS
775,110194,11,DAVIS
776,110195,11,DAVIS
777,110196,11,DAVIS
778,110197,11,DAVIS
779,110198,11,DAVIS
780,110199,11,DAVIS
781,110200,11,DAVIS
782,110201,11,DAVIS
783,110202,11,DAVIS
784,110203,11,DAVIS
785,110204,11,DAVIS
786,110205,11,DAVIS
787,110206,11,DAVIS
788,110207,11,DAVIS
789,110208,11,DAVIS
790,110209,11,DAVIS
791,110210,11,DAVIS
792,110211,11,DAVIS
793,110212,11,DAVIS
794,110213,11,DAVIS
795,110214,11,DAVIS
796,110215,11,DAVIS
797,110216,11,DAVIS
798,110217,11,DAVIS
799,110218,11,DAVIS
800,110219,11,DAVIS
801,110220,11,DAVIS
802,110221,11,DAVIS
803,110222,11,DAVIS
804,110223,11,DAVIS
805,110224,11,DAVIS
806,110225,11,DAVIS
807,110226,11,DAVIS
808,110227,11,DAVIS
809,110228,11,DAVIS
810,110229,11,DAVIS
811,110230,11,DAVIS
812,110231,11,DAVIS
813,110232,11,DAVIS
814,110233,11,DAVIS
815,110234,11,DAVIS
816,110235,11,DAVIS
817,110236,11,DAVIS
818,110237,11,DAVIS
819,110238,11,DAVIS
820,110239,11,DAVIS
821,110240,11,DAVIS
822,110241,11,DAVIS
823,110242,11,DAVIS
824,110243,11,DAVIS
825,110244,11,DAVIS
826,110245,11,DAVIS
827,110246,11,DAVIS
828,110247,11,DAVIS
829,110248,11,DAVIS
830,110249,11,DAVIS
831,110250,11,DAVIS
832,110251,11,DAVIS
833,110252,11,DAVIS
834,110253,11,DAVIS
835,110254,11,DAVIS
836,110255,11,DAVIS
837,110256,11,DAVIS
838,110257,11,DAVIS
839,110258,11,DAVIS
840,110259,11,DAVIS
841,110260,11,DAVIS
842,110261,11,DAVIS
843,110262,11,DAVIS
844,110263,11,DAVIS
845,110264,11,DAVIS
846,110265,11,DAVIS
847,110266,11,DAVIS
848,110267,11,DAVIS
849,110268,11,DAVIS
850,110269,11,DAVIS
851,110270,11,DAVIS
852,110271,11,DAVIS
853,110272,11,DAVIS
854,110273,11,DAVIS
855,110274,11,DAVIS
856,110275,11,DAVIS
857,110276,11,DAVIS
858,110277,11,DAVIS
859,110278,11,DAVIS
860,110279,11,DAVIS
861,110280,11,DAVIS
862,110281,11,DAVIS
863,110282,11,DAVIS
864,110283,11,DAVIS
865,110284,11,DAVIS
866,110285,11,DAVIS
867,110286,11,DAVIS
868,110287,11,DAVIS
869,110288,11,DAVIS
870,110289,11,DAVIS
871,110290,11,DAVIS
872,110291,11,DAVIS
873,110292,11,DAVIS
874,110293,11,DAVIS
875,110294,11,DAVIS
876,110295,11,DAVIS
877,110296,11,DAVIS
878,110297,11,DAVIS
879,110298,11,DAVIS
880,110299,11,DAVIS
881,110300,11,DAVIS
882,110301,11,DAVIS
883,110302,11,DAVIS
884,110303,11,DAVIS
885,110304,11,DAVIS
886,110305,11,DAVIS
887,110306,11,DAVIS
888,110307,11,DAVIS
889,110308,11,DAVIS
890,110309,11,DAVIS
891,110310,11,DAVIS
892,110311,11,DAVIS
893,110312,11,DAVIS
894,110313,11,DAVIS
895,110314,11,DAVIS
896,110315,11,DAVIS
897,110316,11,DAVIS
898,110317,11,DAVIS
899,110318,11,DAVIS
900,110319,11,DAVIS
901,110320,11,DAVIS
902,110321,11,DAVIS
903,110322,11,DAVIS
904,110323,11,DAVIS
905,110324,11,DAVIS
906,350001,35,SALT LAKE
907,350002,35,SALT LAKE
908,350003,35,SALT LAKE
909,350004,35,SALT LAKE
910,350005,35,SALT LAKE
911,350006,35,SALT LAKE
912,350007,35,SALT LAKE
913,350008,35,SALT LAKE
914,350009,35,SALT LAKE
915,350010,35,SALT LAKE
916,350011,35,SALT LAKE
917,350012,35,SALT LAKE
918,350013,35,SALT LAKE
919,350014,35,SALT LAKE
920,350015,35,SALT LAKE
921,350016,35,SALT LAKE
922,350017,35,SALT LAKE
923,350018,35,SALT LAKE
924,350019,35,SALT LAKE
925,350020,35,SALT LAKE
926,350021,35,SALT LAKE
927,350022,35,SALT LAKE
928,350023,35,SALT LAKE
929,350024,35,SALT LAKE
930,350025,35,SALT LAKE
931,350026,35,SALT LAKE
932,350027,35,SALT LAKE
933,350028,35,SALT LAKE
934,350029,35,SALT LAKE
935,350030,35,SALT LAKE
936,350031,35,SALT LAKE
937,350032,35,SALT LAKE
938,350033,35,SALT LAKE
939,350034,35,SALT LAKE
940,350035,35,SALT LAKE
941,350036,35,SALT LAKE
942,350037,35,SALT LAKE
943,350038,35,SALT LAKE
944,350039,35,SALT LAKE
945,350040,35,SALT LAKE
946,350041,35,SALT LAKE
947,350042,35,SALT LAKE
948,350043,35,SALT LAKE
949,350044,35,SALT LAKE
950,350045,35,SALT LAKE
951,350046,35,SALT LAKE
952,350047,35,SALT LAKE
953,350048,35,SALT LAKE
954,350049,35,SALT LAKE
955,350050,35,SALT LAKE
956,350051,35,SALT LAKE
957,350052,35,SALT LAKE
958,350053,35,SALT LAKE
959,350054,35,SALT LAKE
960,350055,35,SALT LAKE
961,350056,35,SALT LAKE
962,350057,35,SALT LAKE
963,350058,35,SALT LAKE
964,350059,35,SALT LAKE
965,350060,35,SALT LAKE
966,350061,35,SALT LAKE
967,350062,35,SALT LAKE
968,350063,35,SALT LAKE
969,350064,35,SALT LAKE
970,350065,35,SALT LAKE
971,350066,35,SALT LAKE
972,350067,35,SALT LAKE
973,350068,35,SALT LAKE
974,350069,35,SALT LAKE
975,350070,35,SALT LAKE
976,350071,35,SALT LAKE
977,350072,35,SALT LAKE
978,350073,35,SALT LAKE
979,350074,35,SALT LAKE
980,350075,35,SALT LAKE
981,350076,35,SALT LAKE
982,350077,35,SALT LAKE
983,350078,35,SALT LAKE
984,350079,35,SALT LAKE
985,350080,35,SALT LAKE
986,350081,35,SALT LAKE
987,350082,35,SALT LAKE
988,350083,35,SALT LAKE
989,350084,35,SALT LAKE
990,350085,35,SALT LAKE
991,350086,35,SALT LAKE
992,350087,35,SALT LAKE
993,350088,35,SALT LAKE
994,350089,35,SALT LAKE
995,350090,35,SALT LAKE
996,350091,35,SALT LAKE
997,350092,35,SALT LAKE
998,350093,35,SALT LAKE
999,350094,35,SALT LAKE
1000,350095,35,SALT LAKE
1001,350096,35,SALT LAKE
1002,350097,35,SALT LAKE
1003,350098,35,SALT LAKE
1004,350099,35,SALT LAKE
1005,350100,35,SALT LAKE
1006,350101,35,SALT LAKE
1007,350102,35,SALT LAKE
1008,350103,35,SALT LAKE
1009,350104,35,SALT LAKE
1010,350105,35,SALT LAKE
1011,350106,35,SALT LAKE
1012,350107,35,SALT LAKE
1013,350108,35,SALT LAKE
1014,350109,35,SALT LAKE
1015,350110,35,SALT LAKE
1016,350111,35,SALT LAKE
1017,350112,35,SALT LAKE
1018,350113,35,SALT LAKE
1019,350114,35,SALT LAKE
1020,350115,35,SALT LAKE
1021,350116,35,SALT LAKE
1022,350117,35,SALT LAKE
1023,350118,35,SALT LAKE
1024,350119,35,SALT LAKE
1025,350120,35,SALT LAKE
1026,350121,35,SALT LAKE
1027,350122,35,SALT LAKE
1028,350123,35,SALT LAKE
1029,350124,35,SALT LAKE
1030,350125,35,SALT LAKE
1031,350126,35,SALT LAKE
1032,350127,35,SALT LAKE
1033,350128,35,SALT LAKE
1034,350129,35,SALT LAKE
1035,350130,35,SALT LAKE
1036,350131,35,SALT LAKE
1037,350132,35,SALT LAKE
1038,350133,35,SALT LAKE
1039,350134,35,SALT LAKE
1040,350135,35,SALT LAKE
1041,350136,35,SALT LAKE
1042,350137,35,SALT LAKE
1043,350138,35,SALT LAKE
1044,350139,35,SALT LAKE
1045,350140,35,SALT LAKE
1046,350141,35,SALT LAKE
1047,350142,35,SALT LAKE
1048,350143,35,SALT LAKE
1049,350144,35,SALT LAKE
1050,350145,35,SALT LAKE
1051,350146,35,SALT LAKE
1052,350147,35,SALT LAKE
1053,350148,35,SALT LAKE
1054,350149,35,SALT LAKE
